item_name,Alcohol,Calcium,Calories,Cholesterol,Dietary Fiber,Iron,Protein,Saturated Fat,Sodium,Sugars,Total Carbohydrate,Total Fat,Trans Fat,Vitamin A,Vitamin C,Brand Name,Meal Type,Source URL,Potassium,Caffeine,Monounsaturated Fat,Polyunsaturated Fat,Omega- Fatty Acids,Alcohol_values,Alcohol_units,Calcium_values,Calcium_units,Cholesterol_values,Cholesterol_units,Dietary Fiber_values,Dietary Fiber_units,Iron_values,Iron_units,Protein_values,Protein_units,Saturated Fat_values,Saturated Fat_units,Sodium_values,Sodium_units,Sugars_values,Sugars_units,Total Carbohydrate_values,Total Carbohydrate_units,Total Fat_values,Total Fat_units,Vitamin A_values,Vitamin A_units,Vitamin C_values,Vitamin C_units,Potassium_values,Potassium_units,Trans Fat_values,Trans Fat_units,Monounsaturated Fat_values,Monounsaturated Fat_units,Polyunsaturated Fat_values,Polyunsaturated Fat_units,Caffeine_values,Caffeine_units,Omega- Fatty Acids_values,Omega- Fatty Acids_units,Unnamed: 0,protein_check,carb_check,fat_check,carbs_calories,protein_calories,fat_calories,f_c_p,pct_fat,pct_carbs,pct_protein,fat_indicator,carbs_indicator,protein_indicator,indicator_sum
"Comfort, Supreme Pizza",,,400,25 mg,3 g,,16 g,3 g,690 mg,6 g,59 g,10 g,0 g,,,Lean Cuisine,Frozen Pizzas,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-comfort-supreme-pizza/UfXjxHHOS2KtX2ywTWezsg,300 mg,,3 g,4 g,,,,,,25.0,mg,3.0,g,,,16.0,g,3.0,g,690.0,mg,6.0,g,59.0,g,10.0,g,,,,,300.0,mg,0.0,g,3.0,g,4.0,g,,,,,,0,0,0,236.0,64.0,90.0,390.0,0.23076923076923078,0.6051282051282051,0.1641025641025641,0,0,1,1
"Comfort, Chicken Parmesan",,,340,20 mg,4 g,,18 g,2 g,580 mg,8 g,46 g,9 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-chicken-parmesan/hobVjlTuQMC9DH0YMnBRoA,720 mg,,2 g,3 g,,,,,,20.0,mg,4.0,g,,,18.0,g,2.0,g,580.0,mg,8.0,g,46.0,g,9.0,g,,,,,720.0,mg,0.0,g,2.0,g,3.0,g,,,,,,0,0,0,184.0,72.0,81.0,337.0,0.2403560830860534,0.5459940652818991,0.21364985163204747,0,1,0,1
"Favorites, Chicken Enchilada Suiza",,,280,20 mg,3 g,,10 g,2 g,520 mg,7 g,51 g,4 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-favorites-chicken-enchilada-suiza/mz6lKvGTSPSrdAorU-bvlA,340 mg,,1 g,1 g,,,,,,20.0,mg,3.0,g,,,10.0,g,2.0,g,520.0,mg,7.0,g,51.0,g,4.0,g,,,,,340.0,mg,0.0,g,1.0,g,1.0,g,,,,,,0,0,0,204.0,40.0,36.0,280.0,0.12857142857142856,0.7285714285714285,0.14285714285714285,0,0,1,1
"Favorites, Asian Style Pot Stickers",,,280,15 mg,3 g,,9 g,1 g,530 mg,9 g,52 g,4 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-favorites-asian-style-pot-stickers/vlhsMwPuQFuEIN4S9rh76w,190 mg,,1 g,1 g,,,,,,15.0,mg,3.0,g,,,9.0,g,1.0,g,530.0,mg,9.0,g,52.0,g,4.0,g,,,,,190.0,mg,0.0,g,1.0,g,1.0,g,,,,,,0,0,0,208.0,36.0,36.0,280.0,0.12857142857142856,0.7428571428571429,0.12857142857142856,0,0,1,1
"Marketplace, Vermont White Cheddar Mac & Cheese",,,250,20 mg,1 g,,14 g,4 g,690 mg,5 g,35 g,6 g,0 g,,,Lean Cuisine,Packaged Meals,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-marketplace-vermont-white-cheddar-mac-cheese/Wki2Gbk1TwizkDFY-MfEQg,180 mg,,1 g,0 g,,,,,,20.0,mg,1.0,g,,,14.0,g,4.0,g,690.0,mg,5.0,g,35.0,g,6.0,g,,,,,180.0,mg,0.0,g,1.0,g,0.0,g,,,,,,0,0,0,140.0,56.0,54.0,250.0,0.216,0.56,0.224,0,1,0,1
"Comfort, Meatloaf with Mashed Potatoes",,,240,45 mg,3 g,,20 g,3 g,540 mg,4 g,25 g,7 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-meatloaf-with-mashed-potatoes/ymhPOq1FRECKXvKNLHff8A,850 mg,,2 g,0 g,,,,,,45.0,mg,3.0,g,,,20.0,g,3.0,g,540.0,mg,4.0,g,25.0,g,7.0,g,,,,,850.0,mg,0.0,g,2.0,g,0.0,g,,,,,,0,0,0,100.0,80.0,63.0,243.0,0.25925925925925924,0.411522633744856,0.3292181069958848,1,0,0,1
"Marketplace, Spinach Artichoke Ravioli",,,280,30 mg,4 g,,12 g,3 g,690 mg,9 g,41 g,7 g,0 g,,,Lean Cuisine,"Pasta, Spaghetti, Macaroni",https://www.calorieking.com/us/en/foods/f/calories-in-pasta-spaghetti-macaroni-marketplace-spinach-artichoke-ravioli/WArGDhlMREK6IfBWWLFyJQ,580 mg,,1 g,1 g,,,,,,30.0,mg,4.0,g,,,12.0,g,3.0,g,690.0,mg,9.0,g,41.0,g,7.0,g,,,,,580.0,mg,0.0,g,1.0,g,1.0,g,,,,,,0,0,0,164.0,48.0,63.0,275.0,0.2290909090909091,0.5963636363636363,0.17454545454545456,0,1,1,2
"Marketplace, Butternut Squash Ravioli",,,260,15 mg,4 g,,9 g,2 g,620 mg,10 g,46 g,4 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-marketplace-butternut-squash-ravioli/xGGngIFVRVmh4RVLNgSybg,420 mg,,1 g,1 g,,,,,,15.0,mg,4.0,g,,,9.0,g,2.0,g,620.0,mg,10.0,g,46.0,g,4.0,g,,,,,420.0,mg,0.0,g,1.0,g,1.0,g,,,,,,0,0,0,184.0,36.0,36.0,256.0,0.140625,0.71875,0.140625,0,0,1,1
"Comfort, Chicken Carbonara",,,330,50 mg,2 g,,22 g,4 g,690 mg,4 g,39 g,9 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-chicken-carbonara/l7UC9ahIRICowYlBFJXwOA,500 mg,,2 g,2 g,,,,,,50.0,mg,2.0,g,,,22.0,g,4.0,g,690.0,mg,4.0,g,39.0,g,9.0,g,,,,,500.0,mg,0.0,g,2.0,g,2.0,g,,,,,,0,0,0,156.0,88.0,81.0,325.0,0.24923076923076923,0.48,0.27076923076923076,0,0,0,0
"Craveables, Four Cheese Pizza",0 g,300 mg,380,10 mg,4 g,4 mg,19 g,3 g,600 mg,6 g,60 g,7 g,0 g,300 mg,2 mg,Lean Cuisine,Frozen Pizzas,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-craveables-four-cheese-pizza/gU2Pf0Z8QKOqQIXA3CQ0jA,320 mg,,,,,0.0,g,300.0,mg,10.0,mg,4.0,g,4.0,mg,19.0,g,3.0,g,600.0,mg,6.0,g,60.0,g,7.0,g,300.0,mg,2.0,mg,320.0,mg,0.0,g,,,,,,,,,,0,0,0,240.0,76.0,63.0,379.0,0.1662269129287599,0.633245382585752,0.20052770448548812,0,0,0,0
"Origins, Coconut Chickpea Curry",,,260,5 mg,20 g,,11 g,3 g,700 mg,4 g,38 g,7 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-origins-coconut-chickpea-curry/Bawdq_LGT6GyGVkEG2XC7g,480 mg,,2 g,2 g,,,,,,5.0,mg,20.0,g,,,11.0,g,3.0,g,700.0,mg,4.0,g,38.0,g,7.0,g,,,,,480.0,mg,0.0,g,2.0,g,2.0,g,,,,,,0,0,0,152.0,44.0,63.0,259.0,0.24324324324324326,0.5868725868725869,0.16988416988416988,0,1,1,2
"Favorites, Spaghetti with Meat Sauce",,,310,10 mg,4 g,,15 g,1 g,520 mg,8 g,53 g,4 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-favorites-spaghetti-with-meat-sauce/AaU-p5utRymeR8x9hbwwgQ,450 mg,,1 g,1 g,,,,,,10.0,mg,4.0,g,,,15.0,g,1.0,g,520.0,mg,8.0,g,53.0,g,4.0,g,,,,,450.0,mg,0.0,g,1.0,g,1.0,g,,,,,,0,0,0,212.0,60.0,36.0,308.0,0.11688311688311688,0.6883116883116883,0.19480519480519481,0,0,1,1
"Origins, Mushroom & Vegetable Shepherd's Pie",,,150,8 mg,4 g,,6 g,1 g,680 mg,6 g,25 g,3 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-origins-mushroom-vegetable-shepherds-pie/s_PqbQ-rSYKmZSMbeD0hig,610 mg,,0 g,0 g,,,,,,8.0,mg,4.0,g,,,6.0,g,1.0,g,680.0,mg,6.0,g,25.0,g,3.0,g,,,,,610.0,mg,0.0,g,0.0,g,0.0,g,,,,,,0,0,0,100.0,24.0,27.0,151.0,0.17880794701986755,0.6622516556291391,0.15894039735099338,0,0,1,1
"Comfort, Baked Chicken with Savory Stuffing & Mashed Potatoes",,,260,50 mg,2 g,,16 g,3 g,750 mg,3 g,30 g,8 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-baked-chicken-with-savory-stuffing-mashed-potatoes/qYsKyhTwRqeJb_wXvMgVgQ,810 mg,,2 g,2 g,,,,,,50.0,mg,2.0,g,,,16.0,g,3.0,g,750.0,mg,3.0,g,30.0,g,8.0,g,,,,,810.0,mg,0.0,g,2.0,g,2.0,g,,,,,,0,0,0,120.0,64.0,72.0,256.0,0.28125,0.46875,0.25,1,0,0,1
"Favorites, Classic Five Cheese Lasagna, frozen",,,350,20 mg,4 g,,20 g,3 g,620 mg,14 g,51 g,7 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-favorites-classic-five-cheese-lasagna-frozen/QjbllZcpR9CqZ2JgQcIIWA,620 mg,,2 g,2 g,,,,,,20.0,mg,4.0,g,,,20.0,g,3.0,g,620.0,mg,14.0,g,51.0,g,7.0,g,,,,,620.0,mg,0.0,g,2.0,g,2.0,g,,,,,,0,0,0,204.0,80.0,63.0,347.0,0.18155619596541786,0.5878962536023055,0.23054755043227665,0,1,0,1
"Comfort, Garlic Chicken Spring Rolls",,,180,20 mg,2 g,,7 g,2 g,430 mg,3 g,21 g,8 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-garlic-chicken-spring-rolls/Dtp5THJqTniNIMmiu2zfkA,120 mg,,2 g,3 g,,,,,,20.0,mg,2.0,g,,,7.0,g,2.0,g,430.0,mg,3.0,g,21.0,g,8.0,g,,,,,120.0,mg,0.0,g,2.0,g,3.0,g,,,,,,0,0,0,84.0,28.0,72.0,184.0,0.391304347826087,0.45652173913043476,0.15217391304347827,0,0,1,1
"Favorites, Fettuccini Alfredo",,,260,10 mg,2 g,,9 g,2 g,570 mg,3 g,45 g,5 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-favorites-fettuccini-alfredo/2ri5RclXT3KregEkUaFtnw,370 mg,,1 g,2 g,,,,,,10.0,mg,2.0,g,,,9.0,g,2.0,g,570.0,mg,3.0,g,45.0,g,5.0,g,,,,,370.0,mg,0.0,g,1.0,g,2.0,g,,,,,,0,0,0,180.0,36.0,45.0,261.0,0.1724137931034483,0.6896551724137931,0.13793103448275862,0,0,1,1
"Marketplace, Sweet & Sour Chicken With Rice",,,300,25 mg,2 g,,16 g,1 g,600 mg,20 g,51 g,3 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-marketplace-sweet-sour-chicken-with-rice/gjfDAd2hS2WPXfI2sSva9w,700 mg,,1 g,1 g,,,,,,25.0,mg,2.0,g,,,16.0,g,1.0,g,600.0,mg,20.0,g,51.0,g,3.0,g,,,,,700.0,mg,0.0,g,1.0,g,1.0,g,,,,,,0,0,0,204.0,64.0,27.0,295.0,0.09152542372881356,0.6915254237288135,0.21694915254237288,0,0,0,0
"Origins, Tortellini with Red Pepper Sauce",,,300,20 mg,4 g,,12 g,3 g,610 mg,6 g,44 g,8 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-origins-tortellini-with-red-pepper-sauce/EMDtJWgsQ6Sk1W2hHBT_Gw,350 mg,,3 g,1 g,,,,,,20.0,mg,4.0,g,,,12.0,g,3.0,g,610.0,mg,6.0,g,44.0,g,8.0,g,,,,,350.0,mg,0.0,g,3.0,g,1.0,g,,,,,,0,0,0,176.0,48.0,72.0,296.0,0.24324324324324326,0.5945945945945946,0.16216216216216217,0,1,1,2
"Origins, Sicilian-Style Pesto with Lentil Pasta",,,320,0 mg,5 g,,15 g,1 g,470 mg,10 g,47 g,8 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-origins-sicilian-style-pesto-with-lentil-pasta/0W11S7kuSWCW5kYmGtr69A,790 mg,,3 g,3 g,,,,,,0.0,mg,5.0,g,,,15.0,g,1.0,g,470.0,mg,10.0,g,47.0,g,8.0,g,,,,,790.0,mg,0.0,g,3.0,g,3.0,g,,,,,,0,0,0,188.0,60.0,72.0,320.0,0.225,0.5875,0.1875,0,1,1,2
"Comfort, Pepperoni Pizza",,,410,25 mg,3 g,,21 g,3 g,870 mg,8 g,59 g,10 g,0 g,,,Lean Cuisine,Frozen Pizzas,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-comfort-pepperoni-pizza/IX9azFbXQ7SF2aKyZOI2qg,330 mg,,3 g,3 g,,,,,,25.0,mg,3.0,g,,,21.0,g,3.0,g,870.0,mg,8.0,g,59.0,g,10.0,g,,,,,330.0,mg,0.0,g,3.0,g,3.0,g,,,,,,0,0,0,236.0,84.0,90.0,410.0,0.21951219512195122,0.5756097560975609,0.2048780487804878,0,1,0,1
"Favorites, Santa Fe Style Rice & Beans, frozen",,,290,15 mg,4 g,,10 g,2 g,490 mg,8 g,52 g,4 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-favorites-santa-fe-style-rice-beans-frozen/JrUFTjMnRbWLJ03Vr1ZjkA,570 mg,,1 g,1 g,,,,,,15.0,mg,4.0,g,,,10.0,g,2.0,g,490.0,mg,8.0,g,52.0,g,4.0,g,,,,,570.0,mg,0.0,g,1.0,g,1.0,g,,,,,,0,0,0,208.0,40.0,36.0,284.0,0.1267605633802817,0.7323943661971831,0.14084507042253522,0,0,1,1
"Favorites, French Bread Pepperoni Pizza, frozen",,,310,15 mg,3 g,,15 g,2 g,700 mg,4 g,46 g,7 g,0 g,,,Lean Cuisine,Frozen Pizzas,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-favorites-french-bread-pepperoni-pizza-frozen/qLSCX0ttQGCnQUXXgBa9Cw,250 mg,,2 g,1 g,,,,,,15.0,mg,3.0,g,,,15.0,g,2.0,g,700.0,mg,4.0,g,46.0,g,7.0,g,,,,,250.0,mg,0.0,g,2.0,g,1.0,g,,,,,,0,0,0,184.0,60.0,63.0,307.0,0.20521172638436483,0.5993485342019544,0.19543973941368079,0,1,1,2
"Comfort, Glazed Turkey Tenderloins",,,270,25 mg,2 g,,14 g,1 g,540 mg,19 g,41 g,5 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-glazed-turkey-tenderloins/UUUmE63AQfGVLwZa-TWB6A,580 mg,,1 g,2 g,,,,,,25.0,mg,2.0,g,,,14.0,g,1.0,g,540.0,mg,19.0,g,41.0,g,5.0,g,,,,,580.0,mg,0.0,g,1.0,g,2.0,g,,,,,,0,0,0,164.0,56.0,45.0,265.0,0.16981132075471697,0.6188679245283019,0.21132075471698114,0,0,0,0
"Favorites, Spicy Veggie Chili Mac",,,320,15 mg,4 g,,14 g,4 g,550 mg,5 g,49 g,7 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-favorites-spicy-veggie-chili-mac/S2wfQxUASWG4dRQSYa4_1g,400 mg,,1 g,1 g,,,,,,15.0,mg,4.0,g,,,14.0,g,4.0,g,550.0,mg,5.0,g,49.0,g,7.0,g,,,,,400.0,mg,0.0,g,1.0,g,1.0,g,,,,,,0,0,0,196.0,56.0,63.0,315.0,0.2,0.6222222222222222,0.17777777777777778,0,0,1,1
"Comfort, Shrimp & Angel Hair Pasta",,,290,45 mg,3 g,,14 g,1 g,550 mg,4 g,49 g,4 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-shrimp-angel-hair-pasta/ZPELWV-HRaqKUCiYzmf67w,500 mg,,1 g,2 g,,,,,,45.0,mg,3.0,g,,,14.0,g,1.0,g,550.0,mg,4.0,g,49.0,g,4.0,g,,,,,500.0,mg,0.0,g,1.0,g,2.0,g,,,,,,0,0,0,196.0,56.0,36.0,288.0,0.125,0.6805555555555556,0.19444444444444445,0,0,1,1
"Comfort, Thin Crust BBQ Recipe Chicken Pizza",,,390,20 mg,3 g,,21 g,3 g,280 mg,11 g,55 g,9 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-thin-crust-bbq-recipe-chicken-pizza/OdNOj-KvSeKi_VPpNL6SCQ,580 mg,,2 g,2 g,,,,,,20.0,mg,3.0,g,,,21.0,g,3.0,g,280.0,mg,11.0,g,55.0,g,9.0,g,,,,,580.0,mg,0.0,g,2.0,g,2.0,g,,,,,,0,0,0,220.0,84.0,81.0,385.0,0.21038961038961038,0.5714285714285714,0.21818181818181817,0,1,0,1
"Comfort, Four Cheese Pizza",,,400,15 mg,2 g,,17 g,3 g,500 mg,8 g,64 g,8 g,0 g,,,Lean Cuisine,Frozen Pizzas,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-comfort-four-cheese-pizza/uT8xX3Z6RBOIk5flHB8eKg,280 mg,,1 g,2 g,,,,,,15.0,mg,2.0,g,,,17.0,g,3.0,g,500.0,mg,8.0,g,64.0,g,8.0,g,,,,,280.0,mg,0.0,g,1.0,g,2.0,g,,,,,,0,0,0,256.0,68.0,72.0,396.0,0.18181818181818182,0.6464646464646465,0.1717171717171717,0,0,1,1
"Comfort, Chicken Ranch Club Flatbread Melt, frozen",,,370,30 mg,4 g,,21 g,3 g,530 mg,9 g,52 g,9 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-chicken-ranch-club-flatbread-melt-frozen/PH1-AUgJT72WzXItPjtBWA,440 mg,,3 g,3 g,,,,,,30.0,mg,4.0,g,,,21.0,g,3.0,g,530.0,mg,9.0,g,52.0,g,9.0,g,,,,,440.0,mg,0.0,g,3.0,g,3.0,g,,,,,,0,0,0,208.0,84.0,81.0,373.0,0.21715817694369974,0.5576407506702413,0.225201072386059,0,1,0,1
"Comfort, Ranchero Braised Beef",,,250,30 mg,2 g,,15 g,2 g,570 mg,22 g,33 g,6 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-ranchero-braised-beef/3ZB-AP1iTx2IEZsh6Pt8-Q,810 mg,,2 g,2 g,,,,,,30.0,mg,2.0,g,,,15.0,g,2.0,g,570.0,mg,22.0,g,33.0,g,6.0,g,,,,,810.0,mg,0.0,g,2.0,g,2.0,g,,,,,,0,0,0,132.0,60.0,54.0,246.0,0.21951219512195122,0.5365853658536586,0.24390243902439024,0,1,0,1
"Marketplace, Sesame Chicken",,,330,20 mg,3 g,,12 g,1 g,650 mg,15 g,51 g,9 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-marketplace-sesame-chicken/9H5RWuTrRvGgerUOQM2wtA,250 mg,,2 g,5 g,,,,,,20.0,mg,3.0,g,,,12.0,g,1.0,g,650.0,mg,15.0,g,51.0,g,9.0,g,,,,,250.0,mg,0.0,g,2.0,g,5.0,g,,,,,,0,0,0,204.0,48.0,81.0,333.0,0.24324324324324326,0.6126126126126126,0.14414414414414414,0,0,1,1
"Comfort, Grilled Chicken Primavera",,,240,30 mg,4 g,,17 g,1 g,530 mg,6 g,32 g,4 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-grilled-chicken-primavera/gUovioK9QjaGfqsGXHDF4A,580 mg,,2 g,1 g,,,,,,30.0,mg,4.0,g,,,17.0,g,1.0,g,530.0,mg,6.0,g,32.0,g,4.0,g,,,,,580.0,mg,0.0,g,2.0,g,1.0,g,,,,,,0,0,0,128.0,68.0,36.0,232.0,0.15517241379310345,0.5517241379310345,0.29310344827586204,0,1,0,1
"Origins, Butternut Squash Ravioli",,,340,20 mg,3 g,,16 g,3 g,570 mg,10 g,55 g,6 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-origins-butternut-squash-ravioli/BvndwrGiQ8u-0ldyPWOLrA,550 mg,,1 g,0 g,,,,,,20.0,mg,3.0,g,,,16.0,g,3.0,g,570.0,mg,10.0,g,55.0,g,6.0,g,,,,,550.0,mg,0.0,g,1.0,g,0.0,g,,,,,,0,0,0,220.0,64.0,54.0,338.0,0.15976331360946747,0.650887573964497,0.1893491124260355,0,0,1,1
"Origins, Linguine with Ricotta & Spinach Meatless Meatballs",,,280,20 mg,3 g,,11 g,2 g,510 mg,6 g,40 g,8 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-origins-linguine-with-ricotta-spinach-meatless-meatballs/N1HoJST5SOm8JqJeHTT67Q,390 mg,,3 g,1 g,,,,,,20.0,mg,3.0,g,,,11.0,g,2.0,g,510.0,mg,6.0,g,40.0,g,8.0,g,,,,,390.0,mg,0.0,g,3.0,g,1.0,g,,,,,,0,0,0,160.0,44.0,72.0,276.0,0.2608695652173913,0.5797101449275363,0.15942028985507245,1,1,1,3
"Favorites, Spaghetti with Meatballs",,,270,25 mg,4 g,,15 g,2 g,600 mg,6 g,41 g,5 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-favorites-spaghetti-with-meatballs/HptfzK73T0q9Hm54_zDONA,520 mg,,1 g,1 g,,,,,,25.0,mg,4.0,g,,,15.0,g,2.0,g,600.0,mg,6.0,g,41.0,g,5.0,g,,,,,520.0,mg,0.0,g,1.0,g,1.0,g,,,,,,0,0,0,164.0,60.0,45.0,269.0,0.16728624535315986,0.6096654275092936,0.22304832713754646,0,0,0,0
"Comfort, Glazed Chicken",,,260,50 mg,1 g,,20 g,1 g,530 mg,8 g,35 g,4 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-glazed-chicken/ojz9o9tjTyuPcfE5JxHJEA,330 mg,,2 g,1 g,,,,,,50.0,mg,1.0,g,,,20.0,g,1.0,g,530.0,mg,8.0,g,35.0,g,4.0,g,,,,,330.0,mg,0.0,g,2.0,g,1.0,g,,,,,,0,0,0,140.0,80.0,36.0,256.0,0.140625,0.546875,0.3125,0,1,0,1
"Comfort, Chicken In Sweet Bbq Sauce",0 g,,290,55 mg,2 g,,22 g,4 g,750 mg,14 g,30 g,9 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-chicken-in-sweet-bbq-sauce/4rZXTN3uTma6PfiuakvtOg,830 mg,,2 g,2 g,,0.0,g,,,55.0,mg,2.0,g,,,22.0,g,4.0,g,750.0,mg,14.0,g,30.0,g,9.0,g,,,,,830.0,mg,0.0,g,2.0,g,2.0,g,,,,,,0,0,0,120.0,88.0,81.0,289.0,0.28027681660899656,0.41522491349480967,0.3044982698961938,1,0,0,1
"Origins, Roasted Garlic White Bean Alfredo",,,330,15 mg,6 g,,16 g,4 g,620 mg,6 g,50 g,9 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-origins-roasted-garlic-white-bean-alfredo/IOGnwkkgRrKXVY3tgAoY_Q,430 mg,,2 g,1 g,,,,,,15.0,mg,6.0,g,,,16.0,g,4.0,g,620.0,mg,6.0,g,50.0,g,9.0,g,,,,,430.0,mg,0.0,g,2.0,g,1.0,g,,,,,,0,0,0,200.0,64.0,81.0,345.0,0.23478260869565218,0.5797101449275363,0.1855072463768116,0,1,1,2
"Origins, Ricotta Cheese & Spinach Ravioli",,,310,20 mg,2 g,,11 g,3 g,690 mg,9 g,51 g,7 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-origins-ricotta-cheese-spinach-ravioli/aOwnneg6SCGOEUk-Du2YSg,310 mg,,2 g,0 g,,,,,,20.0,mg,2.0,g,,,11.0,g,3.0,g,690.0,mg,9.0,g,51.0,g,7.0,g,,,,,310.0,mg,0.0,g,2.0,g,0.0,g,,,,,,0,0,0,204.0,44.0,63.0,311.0,0.20257234726688103,0.6559485530546624,0.1414790996784566,0,0,1,1
"Comfort, Chicken Club Panini",,,350,45 mg,1 g,,24 g,3 g,590 mg,6 g,41 g,10 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-chicken-club-panini/Iog9bXhhS7WmN-JA-_PdXA,540 mg,,3 g,3 g,,,,,,45.0,mg,1.0,g,,,24.0,g,3.0,g,590.0,mg,6.0,g,41.0,g,10.0,g,,,,,540.0,mg,0.0,g,3.0,g,3.0,g,,,,,,0,0,0,164.0,96.0,90.0,350.0,0.2571428571428571,0.4685714285714286,0.2742857142857143,1,0,0,1
"Favorites, Macaroni & Cheese",,,300,20 mg,2 g,,13 g,4 g,560 mg,5 g,48 g,6 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-favorites-macaroni-cheese/cFtjACHJTTenKLfBhRtUFg,510 mg,,1 g,1 g,,,,,,20.0,mg,2.0,g,,,13.0,g,4.0,g,560.0,mg,5.0,g,48.0,g,6.0,g,,,,,510.0,mg,0.0,g,1.0,g,1.0,g,,,,,,0,0,0,192.0,52.0,54.0,298.0,0.18120805369127516,0.6442953020134228,0.174496644295302,0,0,1,1
"Comfort, Herb Roasted Chicken",,,160,30 mg,3 g,,16 g,1 g,520 mg,3 g,18 g,3 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-herb-roasted-chicken/GN8FDzisRDGRFQ9EVqV0bg,780 mg,,1 g,0 g,,,,,,30.0,mg,3.0,g,,,16.0,g,1.0,g,520.0,mg,3.0,g,18.0,g,3.0,g,,,,,780.0,mg,0.0,g,1.0,g,0.0,g,,,,,,0,0,0,72.0,64.0,27.0,163.0,0.1656441717791411,0.44171779141104295,0.39263803680981596,0,0,0,0
